tweet,0,1
True ,0.0,1.0
Agreed. That’s approximately date when we expect Enhanced Summon to be in wide release. It will be magical. Lot of hard work by Autopilot team.,0.475,0.525
Fun party guaranteed!,0.0,1.0
Yup,0.5,0.5
And the lead character is also named Woody,0.12499594221717254,0.8750040577828274
i anime,0.0,1.0
Putting that on my LinkedIn for sure,0.4896091964572727,0.5103908035427274
Putting that on my LinkedIn for sure,0.4896091964572727,0.5103908035427274
Putting that on my LinkedIn for sure,0.4896091964572727,0.5103908035427274
"My apologies, am working on this exact issue right now",0.0,1.0
"My apologies, am working on this exact issue right now",0.0,1.0
Sure ,0.759020618556701,0.24097938144329895
"No, we’re building a BFR dev ship to do supersonic through landing tests in Boca Chica, Texas",0.9,0.1
Norway has already proven it could be done last month. No question Australia could do this in far fewer than 11 years.,0.0,1.0
Everyone who bought FSD will receive priority/early access,0.4896091964572727,0.5103908035427274
 Absolutely,0.5631147540983606,0.43688524590163935
"Yeah, it’s one of my favorite T-shirts!",0.6112058021615978,0.3887941978384021
Yup,0.0,1.0
 ,1.0,0.0
 ,1.0,0.0
Mad respect for the makers of things,0.6112058021615978,0.3887941978384021
Mad respect for the makers of things,0.6112058021615978,0.3887941978384021
Mad respect for the makers of things,0.6112058021615978,0.3887941978384021
Mad respect for the makers of things,0.6112058021615978,0.3887941978384021
Mad respect for the makers of things,0.6112058021615978,0.3887941978384021
"Building prototypes is relatively easy, volume production is hard",0.4,0.6
"Building prototypes is relatively easy, volume production is hard",0.4,0.6
"Building prototypes is relatively easy, volume production is hard",0.4,0.6
"We are still closing stores, just not as many as before. This basically splits the difference — about half as many stores closed, but then can afford only about half the price reduction. Was discussed with exec team & board.",1.0,0.0
Appears to be simulations all the way down …,0.7,0.3
Appears to be simulations all the way down …,0.7,0.3
"Get this question a lot, so need to clarify that there’s no such thing as a Tesla “refresh”. Other car companies do this every ~3 years, but Tesla constantly upgrades vehicle hardware every week.",0.9,0.1
"Get this question a lot, so need to clarify that there’s no such thing as a Tesla “refresh”. Other car companies do this every ~3 years, but Tesla constantly upgrades vehicle hardware every week.",0.9,0.1
"Get this question a lot, so need to clarify that there’s no such thing as a Tesla “refresh”. Other car companies do this every ~3 years, but Tesla constantly upgrades vehicle hardware every week.",0.9,0.1
"Get this question a lot, so need to clarify that there’s no such thing as a Tesla “refresh”. Other car companies do this every ~3 years, but Tesla constantly upgrades vehicle hardware every week.",0.9,0.1
"12,000 lbs!? How puny. Do you construct children’s toys?",0.1,0.9
Did it for the memes,0.3625,0.6375
Yes,0.0,1.0
 ,0.47962003454231433,0.5203799654576857
"End of Q4, most likely",0.8,0.2
What’s technology?,0.263939393939394,0.7360606060606061
What’s technology?,0.263939393939394,0.7360606060606061
We’re focusing on Boca right now for Starship & Cape is focused on Falcon/Dragon,0.6317216117216118,0.3682783882783882
We’re focusing on Boca right now for Starship & Cape is focused on Falcon/Dragon,0.6317216117216118,0.3682783882783882
Baby Thanos?,0.0,1.0
True,0.8,0.2
True,0.8,0.2
True,0.8,0.2
Hardest problem by far is building the production system of something this big. 2nd hardest is achieving full & rapid reuse with payload to orbit of ~2%.,0.4896091964572727,0.5103908035427274
It needed to be made real,0.6112058021615978,0.3887941978384021
"Oh stop teasing, Jeff ",0.6,0.4
"Direct drive using several Tesla Plaid motors in parallel for SN1. Simpler, lighter & more fault tolerant. Rear flaps each need ~1.5 megawatts. It’s like moving the entire wing of an aircraft!",0.0,1.0
Yes,0.4,0.6
Je ne regrette Etienne,0.1,0.9
"Could do it, but we developed low cost reusable tiles that are much lighter than transpiration cooling & quite robust",0.7,0.3
"Could do it, but we developed low cost reusable tiles that are much lighter than transpiration cooling & quite robust",0.7,0.3
This one is deep. Happy Thanksgiving!,0.4896091964572727,0.5103908035427274
Some good ideas here!,0.575,0.425
"Couple months, but V1.0 of Raptor Vac is suboptimal, as optimized for speed of development. Isp maybe 365 to 370 sec.",0.9606770833333333,0.039322916666666666
"Couple months, but V1.0 of Raptor Vac is suboptimal, as optimized for speed of development. Isp maybe 365 to 370 sec.",0.9606770833333333,0.039322916666666666
"Couple months, but V1.0 of Raptor Vac is suboptimal, as optimized for speed of development. Isp maybe 365 to 370 sec.",0.9606770833333333,0.039322916666666666
"No, will be autogenous from the start, tapping hot CH4 & O2 from Raptor",0.4,0.6
"No, will be autogenous from the start, tapping hot CH4 & O2 from Raptor",0.4,0.6
"No, will be autogenous from the start, tapping hot CH4 & O2 from Raptor",0.4,0.6
"No, will be autogenous from the start, tapping hot CH4 & O2 from Raptor",0.4,0.6
"Exactly. Still, pretty wild that the engine plume can climb up the side of a rocket going hypersonic speed!",0.6768176762058854,0.32318232379411466
Haha,0.6112058021615978,0.3887941978384021
Haha,0.6112058021615978,0.3887941978384021
"Storm Watch was active for hundreds of Powerwall customers this weekend as a result of @NWS Red Flag Fire Warnings in California, and we will continue to activate it whenever there advance awareness of a potential power outage or physical danger",1.0,0.0
"Seeing B pillar (diagonal fwd) & side repeater (diagonal back) camera views would probably help for tight situations. We can enable access to these views. Also, no problem to have option to disable auto lock for home.",0.12407097056251822,0.8759290294374817
Stop posting my password on twitter!,0.4221736596736597,0.5778263403263403
Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call!,0.8231147540983607,0.17688524590163937
